Symbol	Length
Vmn2r-ps49	3551
Gm3584	2565
Gm3956	2560
Gm3585	875
Gm3962	2587
Gm18191	824
Vmn2r-ps44	2412
Gm3644	300
Gm20482	1644
Vmn2r-ps43	2473
Vmn2r40	3222
Vmn2r-ps42	2083
Vmn2r39	2702
Zfp419	916
Vmn2r38	2702
Gm5583	1529
Gm18201	875
Vmn2r-ps41	980
Vmn2r37	3081
Gm4011	2555
Gm3623	2747
Gm3616	2514
Gm20287	2367
Gm3611	877
Gm3972	2861
Gm18199	835
Gm10302	3535
Gm3683	2513
Gm20345	2414
Vmn2r46	2430
Vmn2r47	2559
Vmn2r-ps51	2461
Vmn2r-ps52	612
Vmn2r48	2568
Vmn2r49	2559
Vmn2r50	2586
Vmn2r51	2559
Vmn2r52	2559
Gm20679	1402
Vmn1r66	1524
Vmn1r-ps47	907
Vmn1r-ps48	896
Nlrp4d	3041
Vmn1r67	996
Zik1	4199
Vmn1r68	960
Vmn1r-ps49	879
Vmn1r69	2184
Vmn1r-ps50	374
Vmn1r70	897
Vmn1r-ps51	320
Gm6900	342
Vmn1r-ps52	862
Nlrp4b	4485
Vmn1r71	2037
Zscan4b	1754
Mir297-1	76
Zscan4c	2299
Zscan4d	2295
Gm26248	121
Zscan4e	1518
Gm23087	76
Zscan4f	2430
Vmn1r-ps53	922
Vmn1r72	921
Vmn1r73	912
Vmn1r-ps54	178
Vmn1r74	915
Vmn1r-ps55	392
Vmn1r75	918
Vmn1r-ps56	965
Vmn1r76	975
Vmn1r-ps57	288
Gm24414	107
Vmn1r-ps58	840
Vmn1r-ps59	199
Vmn1r-ps60	852
Vmn1r77	921
Gm10179	690
Vmn1r-ps61	822
Vmn1r-ps62	910
Vmn1r-ps63	989
Vmn1r78	942
Vmn1r79	921
Vmn1r80	927
Vmn1r-ps64	655
Vmn1r-ps65	951
Vmn1r81	921
Vmn1r82	918
Vmn1r83	996
Gm23521	110
Vmn1r84	957
Vmn1r-ps66	612
Vmn1r-ps67	691
Vmn1r-ps68	399
Zfp551	2636
Vmn2r-ps53	2353
Zfp606	7680
2900092C05Rik	887
Gm15877	964
Vmn2r53	2421
Gm15773	1448
Vmn2r54	2421
Vmn2r55	2346
Vmn2r56	2340
Gm6946	987
Zscan18	3626
Zfp329	6732
Zfp110	4116
Zfp128	4087
Zscan22	3501
Rps5	1734
Rnf225	3239
Gm26325	107
1810019N24Rik	1555
Gm29638	371
Zfp324	4776
Zfp446	5801
Slc27a5	2445
Zbtb45	2722
Trim28	4044
Chmp2a	927
Ube2m	2287
Mzf1	8090
Vmn1r85	927
Vmn1r86	951
Vmn1r87	888
Vmn1r88	951
Gm4879	1272
Vmn1r89	951
Vmn1r-ps69	201
6330408A02Rik	11662
Lig1	4268
Pla2g4c	3747
Rps8-ps4	612
Gm24909	280
Gm23499	268
Cabp5	2526
Bsph1	822
Bsph2-ps	241
Bsph2	532
Sult2a5	1046
Zbed4-ps1	3466
Kat6b-ps1	3433
Tmem167-ps1	214
Sult2a-ps1	341
Sult2a2	741
Zbed4-ps2	3448
Sult2a1	1020
Kat6b-ps2	1600
Sult2a-ps2	405
Tmem167-ps2	214
Sult2a4	983
Zbed4-ps3	3244
Tmem167-ps3	178
Sult2a3	1012
Sult2a-ps3	428
Sult2a-ps4	386
Rpap3-ps1	454
Sult2a6	969
Rpap3-ps2	2161
Phf20-ps	2886
Obox8	1167
Mrps36-ps3	571
Crs-ps	100
Sult2a8	2416
Sult2a7	897
Obox4-ps1	700
Obox4-ps2	442
Nlrp5-ps	4335
Obox4-ps3	520
Vmn1r90	1664
Zfp-ps	478
Ranbp2-ps1	403
Obox3-ps7	410
Obox7	1602
Obox3-ps1	995
RP24-194K24.10	397
Gtpbp4-ps1	249
Ranbp2-ps2	370
Obox4-ps36	723
Obox4-ps37	276
Gm26056	104
Obox3-ps2	1004
RP23-349I13.7	397
Gtpbp4-ps2	256
Ranbp2-ps3	388
Obox4-ps38	724
Obox4-ps39	628
Ranbp2-ps4	385
Obox4-ps6	724
Gm24701	105
Obox3-ps3	1004
RP23-263E7.8	505
Gtpbp4-ps3	136
Ranbp2-ps5	379
Obox4-ps8	714
Obox4-ps9	1136
Obox3-ps4	1005
RP23-263E7.7	504
Gtpbp4-ps4	258
Ranbp2-ps6	381
Obox4-ps11	724
Obox4-ps12	1362
Obox4-ps13	1137
Obox4-ps14	1127
Obox4-ps15	1140
Obox4-ps16	1137
Obox4-ps17	1137
Obox4-ps18	1137
Obox4-ps19	1140
Obox4-ps20	1140
Obox4-ps21	1140
Obox4-ps22	1137
Obox4-ps23	1137
Mrip-ps	940
Obox3-ps5	1003
RP24-84K14.12	540
Gtpbp4-ps5	289
RP24-105I10.4	210
Obox4-ps26	724
Ranbp2-ps7	384
Obox2	1646
Obox1	1900
Ranbp2-ps8	345
Obox4-ps27	1362
Obox4-ps28	1362
Obox4-ps29	1134
Obox3	3191
Obox3-ps6	1005
Obox4-ps30	948
Ranbp2-ps9	382
Ranbp2-ps10	385
Obox4-ps31	1137
Gm25354	105
RP23-140B24.1	537
RP23-140B24.2	294
Obox4-ps33	1139
Gm23714	105
Obox4-ps34	367
RP24-370G23.12	387
Obox5	2136
RP24-370G23.13	388
RP24-370G23.14	297
Obox4-ps35	858
Obox6	1344
Crx	3160
Crxos	2956
RP24-466N11.6	761
Sepw1	736
Gltscr2	3847
Snord23	109
Gm24576	248
Ehd2	5100
Gltscr1	5360
Zfp541	4561
Napa	3786
Kptn	3341
Slc8a2	4233
Meis3	3173
Dhx34	4596
C5ar2	3561
Gm26473	127
C5ar1	2570
Inafm1	1679
Ccdc9	5507
Bbc3	2008
Sae1	1884
Zc3h4	6049
Tmem160	814
Npas1	2091
n-R5s151	119
Arhgap35	9147
Gm17826	798
Gm17981	739
Gm29443	536
Gm29442	724
Gm24708	103
Ceacam15	1391
Ceacam9	1374
Ap2s1	1333
Slc1a5	4156
Fkrp	2803
Strn4	7958
Prkd2	3757
9330104G04Rik	2235
Dact3	2828
Gng8	920
Ptgir	3334
Calm3	2423
Pnmal2	4147
Gm25815	107
Pnmal1	1686
Ccdc8	4809
Ppp5c	3136
Hif3a	6713
Psg16	5488
Ceacam3	3277
Psg29	5441
Gm24520	110
Gm25068	110
Ceacam5	3248
Gm6065	492
Ceacam14	1109
Gm5155	3880
Ceacam11	1054
Ceacam13	1086
Gm22414	101
Ceacam12	2624
Igfl3	575
Mill1	2489
Psg18	3232
Gm24715	95
Psg28	1949
Psg26	2057
Psg25	3109
Gm26062	107
Psg27	1941
Psg23	2179
Psg21	3425
Psg20	1880
Psg22	1871
Gm24464	107
Psg19	3205
Psg17	2100
Mill2	1121
Pglyrp1	681
Ccdc61	2122
Nova2	8372
Gm26821	2652
Nanos2	1439
Gm10676	3221
Mypop	2175
Mypopos	560
Irf2bp1	2697
Foxa3	2039
Sympk	7777
Rsph6a	2496
Dmwd	2534
Dmpk	4330
Mir3100	65
Six5	3007
Gm4969	4041
Fbxo46	3025
Qpctl	2100
Snrpd2	613
Gipr	1792
Eml2	3540
Mir330	98
Gpr4	2884
Opa3	4554
Gm25134	160
Vasp	2438
1700058P15Rik	413
Ppm1n	1631
Rtn2	2034
Gm26802	2144
Fosb	3751
Ercc1	3111
Cd3eap	1657
Ppp1r13l	3604
Ercc2	4170
Gm26852	5751
Mir343	75
Klc3	2619
Ckm	1415
A930016O22Rik	1214
Mark4	2259
Gm23099	139
Exoc3l2	2201
Bloc1s3	1824
Trappc6a	1317
Nkpd1	2753
Ppp1r37	2971
Gemin7	1519
Zfp296	1530
Clasrp	2153
Gm26890	3221
Relb	3885
Clptm1	4130
Apoc2	932
Apoc4	464
Apoc1	537
Apoe	1980
Tomm40	4239
Gm20512	618
Pvrl2	3440
Bcam	3199
Gm26600	1256
Cblc	2541
Bcl3	2485
Gm16175	248
Gm16174	402
Gm19345	998
Ceacam16	1635
Ceacam19	3361
Pvr	5408
Gm16184	573
Gm16251	338
Igsf23	1895
Rpl7a-ps8	801
Ceacam20	2897
Nlrp9b	3482
n-R5s152	119
Vmn1r91	924
Gm16442	924
Vmn1r93	966
Vmn1r94	918
Vmn1r95	924
Gm6164	924
Gm4498	921
Gm4133	924
Vmn1r-ps79	963
Gm5728	918
Vmn1r100	924
Vmn1r101	924
Gm10670	966
Vmn1r103	918
Vmn1r104	924
Gm5726	924
Gm4141	921
Vmn1r107	924
Vmn1r-ps71	924
Vmn1r111	921
Gm10668	1577
Vmn1r112	894
Vmn1r113	924
Vmn1r114	966
Vmn1r115	888
Vmn1r116	924
Vmn1r117	924
Vmn1r118	921
Gm4526	906
Vmn1r119	924
Vmn1r-ps73	2120
Vmn1r120	918
Vmn1r-ps74	570
Vmn1r121	945
Vmn1r122	918
Vmn1r123	924
Gm5157	1581
Vmn1r124	924
Vmn1r125	924
Vmn1r126	966
Vmn1r127	918
Vmn1r128	924
Vmn1r129	924
Vmn1r-ps75	920
Gm6882	907
Vmn1r130	924
Vmn1r-ps76	924
Vmn1r131	921
Gm4545	519
Vmn1r132	894
Gm8600	905
Gm4175	945
Gm4177	918
Vmn1r135	924
Gm5725	924
Vmn1r-ps77	921
Gm5891	2495
Vmn1r137	924
Vmn1r-ps78	924
Vmn1r138	921
Gm6176	906
Vmn1r139	1326
AC127227.1	405
Gm16451	924
Gm10666	966
Vmn1r142	918
Vmn1r143	924
Gm8653	924
Gm8453	921
Gm4557	907
Gm4558	548
Gm4187	924
Vmn1r-ps70	963
Gm8660	918
Vmn1r148	924
Vmn1r149	924
Gm10665	966
Vmn1r151	918
Vmn1r152	924
Gm8677	924
Gm4201	921
Gm4565	906
Vmn1r155	924
Vmn1r-ps80	966
Gm8693	921
Gm4567	1581
Vmn1r157	894
Vmn1r158	924
Gm4207	960
Vmn1r159	918
Vmn1r160	924
Gm8708	906
Gm4214	960
Gm4216	918
Vmn1r163	924
Gm8720	924
Gm16456	920
Gm10662	2495
Vmn1r165	924
Vmn1r-ps83	705
Vmn1r166	921
Gm6902	1581
Nlrp4e	3310
Nlrp5	3541
Gm25196	110
Vmn1r-ps84	923
Vmn1r167	948
Vmn1r168	930
Vmn1r169	915
Vmn1r170	915
Vmn1r171	1581
Vmn1r172	1325
Vmn1r173	972
Vmn1r174	942
Vmn1r-ps85	890
Vmn1r175	915
Vmn1r176	915
Vmn1r177	930
Vmn1r178	915
Vmn1r179	972
Gm10175	589
Vmn1r180	970
Vmn1r181	984
V1rd19	1157
Vmn1r183	918
Ptma-ps1	309
Zfp180	3886
Zfp112	4095
Zfp235	2466
Zfp114	2649
Zfp111	10160
Zfp109	1935
Zfp108	1929
Zfp93	2666
Zfp61	3431
Zfp94	3510
Gm15465	125
Tescl	886
Gm27592	126
Lypd5	935
Kcnn4	2034
Smg9	3702
Irgc1	1737
Plaur	1396
Cadm4	2161
Zfp428	1308
Irgq	6123
Pinlyp	755
Xrcc1	2155
Zfp575	2741
Ethe1	1484
Phldb3	2273
Gm26550	1184
Lypd3	1627
Tex101	1054
BC049730	1170
Gm4763	591
Cd177	2712
Ceacam10	1043
Gm5893	2087
Gm9844	485
Gm9844	135
Lypd4	1385
Dmrtc2	1619
Rps19	4685
Cd79a	1457
Arhgef1	7495
Rabac1	875
Mir7046	66
Atp1a3	5958
Mir7047	64
Grik5	3836
Zfp574	4236
Pou2f2	8231
Mir6537	110
D930028M14Rik	1071
Dedd2	1828
Mir7048	58
Zfp526	3354
Gsk3a	2260
9130221H12Rik	1577
Erf	3607
Cic	10294
Pafah1b3	2107
Prr19	1293
Tmem145	2382
Megf8	10159
Cnfn	723
Lipe	4518
4732471J01Rik	438
Cxcl17	761
Gm15495	1312
Ceacam1	3736
Ceacam2	3935
Erich4	910
Atp5sl	2916
B3gnt8	1475
Bckdha	1773
Exosc5	1030
Tmem91	3547
B9d2	1021
Tgfb1	2558
Ccdc97	3939
Hnrnpul1	3589
Axl	5033
Cyp2s1	4938
Gm26707	3902
Gm4613	291
Gm24865	96
Gm23921	107
Gm6434	396
Cyp2b10	2112
Cyp2b13	1876
Rnf170-ps	859
Cyp2b9	1876
Gm8902	1096
Vmn1r-ps86	547
Vmn1r184	945
Cyp2a4	1717
Nlrp9c	5935
Nlrp4a	4759
Gm25947	110
Nlrp9a	3479
Vmn1r185	1144
Cyp2b23	2189
Cyp2b19	4148
Cyp2g1	1853
Cyp2a5	2073
Cyp2a22	2226
Cyp2a12	1656
Cyp2f2	2025
Gm15883	1690
Cyp2t4	1618
Egln2	2800
Rab4b	1970
Gm21983	1690
Mir3101	88
Mia	994
Snrpa	1754
BC024978	2756
Mir1191	120
Itpkc	3644
Adck4	3175
Gm15567	2130
Numbl	8673
Gm15570	625
Ltbp4	6463
Shkbp1	4230
Gm20479	556
Sptbn4	9741
Blvrb	1414
Pgam1-ps2	765
Sertad3	1324
Sertad1	1344
Prx	5579
Gm15541	2713
Hipk4	3646
Pld3	2924
2310022A10Rik	4780
Akt2	7131
Ttc9b	914
Map3k10	4142
C030039L03Rik	5508
Zfp60	8390
Zfp626	816
Zfp59	1962
Zfp607	2061
1700049G17Rik	7518
Gm26891	2599
Gm10651	609
Zfp780b	3004
Zfp850	6163
Psmc4	2169
Fcgbp	10497
Gm10935	2828
Gm24356	106
9530053A07Rik	11843
Fbl	1159
Dyrk1b	2695
Eid2	1392
Eid2b	2424
BC089491	1464
Dll3	2850
Timm50	2684
Supt5	3509
Rps16	807
AF357399	125
Plekhg2	6797
Zfp36	1792
Med29	1281
Paf1	3438
Pak4	7845
Gmfg	2817
Lrfn1	3919
1700028B04Rik	971
Ifnl2	702
Ifnl3	582
Sycn	557
Nccrp1	1531
Mir7049	60
Papl	2232
Fbxo27	3062
Fbxo17	2497
Mrps12	1040
Sars2	1910
Gm6537	1051
Nfkbib	2169
Sirt2	3568
Rinl	2871
Hnrnpl	5953
Ech1	2284
Lgals4	2315
Lgals7	927
Capn12	2828
Actn4	5026
Eif3k	773
Map4k1	2699
Ryr1	15371
AC165142.1	66
Gm26604	1758
Mir1963	59
Rasgrp4	6359
Gm16282	451
Fam98c	2712
1110035H17Rik	1241
Spred3	5997
Ggn	2643
Psmd8	1540
Catsperg1	7044
Gm17113	171
Kcnk6	4089
Yif1b	1378
2200002D01Rik	1530
Spint2	1459
Ppp1r14a	531
Dpf1	3529
Sipa1l3	16555
4932431P20Rik	9650
4930432E11Rik	10871
Gm29326	2451
A330087D11Rik	563
n-R5s153	116
Catsperg2	3957
Gm23103	107
Zfp84	4113
Mir1964	83
Zfp30	6078
Zfp790	4525
Zfp940	6090
Gm26554	880
Gm17199	416
Zfp420	4238
Zfp27	4224
Mir7668	59
Zfp383	3208
Zfp74	5628
C230062I16Rik	2372
Gm10169	348
Zfp568	7183
Zfp14	1506
Zfp82	6041
Gm26920	2374
Zfp566	1728
Zfp260	5790
Gm23368	96
Zfp382	2013
Zfp146	2071
Gm5113	3002
Cox7a1	364
Capns1	2397
Gm26810	1106
Tbcb	1442
Polr2i	1212
Ovol3	731
Wdr62	5743
Rps12-ps5	389
Thap8	1184
Clip3	3991
Alkbh6	3123
Gm24757	371
Syne4	2946
Sdhaf1	2490
E130208F15Rik	1733
Lrfn3	2861
Gm25259	193
Tyrobp	564
Hcst	437
Nfkbid	2346
Aplp1	2391
Kirrel2	3939
Nphs1	5280
Nphs1os	1339
Prodh2	2459
Arhgap33os	2648
Arhgap33	4280
Proser3	3512
Hspb6	2299
mmu-mir-9769	77
Lin37	1388
Psenen	648
U2af1l4	3804
Gm17104	323
Igflr1	1270
Kmt2b	9596
Mir3569	58
Zbtb32	2357
Upk1a	1308
Cox6b1	505
Etv2	1048
Rbm42	2193
Gm21982	3821
Gm26610	1024
Haus5	3455
Pmis2	699
2200002J24Rik	333
Gm4883	528
Atp4a	3762
Tmem147	868
Tmem147os	1416
Gapdhs	1610
Sbsn	3802
Gm26935	519
Dmkn	2192
Krtdap	679
Ffar2	2790
Ffar3	1849
Ffar1	4175
Cd22	4987
Gm29439	509
Gm29440	928
Mag	4072
Hamp2	437
Hamp	392
Usf2	2647
Gm17077	279
Gm4673	3660
Lsr	2167
Fam187b	2712
Fxyd5	4185
Mir7050	60
Fxyd7	684
Fxyd1	709
Lgi4	4584
Fxyd3	4850
Hpn	4101
Scn1b	1801
Gramd1a	5103
G630030J09Rik	2135
Gm10640	1305
Gm9569	787
Gm37292	758
Scgb1b1-ps	268
Scgb2b1	526
Scgb1b2	424
Scgb2b2	520
Scgb2b3	339
Scgb1b3	419
Scgb2b4-ps	340
Scgb1b4-ps	271
Scgb1b28-ps	290
Gm29492	457
Scgb2b5-ps	270
Scgb1b5-ps	280
Scgb2b28-ps	337
Rpl23a-ps8	463
Scgb2b6	330
Scgb1b6-ps	199
Gm4373	556
Rpl23a-ps9	463
Scgb2b7	938
Scgb1b7	419
Gm9114	997
Gm29627	463
Scgb2b8-ps	327
Scgb1b8-ps	249
Gm6669	997
Gm9120	994
Gm21673	436
Scgb2b9-ps	334
Scgb1b9-ps	266
Gm5329	463
Scgb2b29-ps	331
Gm9127	985
Gm29262	196
Gm29263	463
Scgb2b10	318
Scgb1b10	417
Rpl23a-ps10	462
Scgb2b30	336
Gm9135	990
Gm28256	139
Gm28257	463
Scgb2b11	523
Scgb1b11	418
Scgb2b12	511
Scgb1b12	417
Gm9142	955
Gm28862	163
Rpl23a-ps11	463
Scgb1b29	282
Gm9146	1006
Gm5116	463
Scgb2b13-ps	328
Scgb1b13-ps	273
Gm5327	1009
Gm9149	1007
Gm21135	436
Scgb2b14-ps	336
Scgb1b14-ps	275
Gm24766	121
Gm5058	463
Gm29429	121
Scgb2b31-ps	328
Gm4398	992
Gm29432	139
Gm28408	463
Scgb2b15	508
Scgb1b15	417
Scgb2b16-ps	333
Scgb1b16-ps	275
Gm25817	121
Gm9156	463
Gm28409	103
Scgb2b32-ps	337
Gm4405	982
Gm28383	139
Gm28384	463
Scgb2b17	508
Scgb1b17	417
Gm28992	139
Rpl23a-ps7	460
Scgb2b33	334
Gm9162	991
Gm28559	139
Gm6003	463
Scgb2b18	523
Scgb1b18	402
Scgb2b19	520
Scgb1b19	418
Gm9167	962
Scgb2b20	523
Scgb1b20	421
Gm5732	1007
Gm28794	136
Gm5731	481
Scgb1b34-ps	331
Scgb2b21	520
Scgb1b21	296
Gm12770	462
Gm12771	135
Scgb2b22-ps	340
Scgb1b22-ps	280
Scgb2b23-ps	574
Scgb1b23-ps	252
Gm12763	1939
Rpl23a-ps12	468
Scgb2b24	523
Scgb1b24	279
Gm12782	727
Gm28614	458
Gm26443	110
Gm12768	759
Scgb2b25-ps	307
Scgb1b25-ps	415
Gm12757	800
Gm28615	482
Gm12765	615
Scgb2b26	579
Scgb1b26-ps	291
Gm28184	67
Gm12773	587
Gm12755	282
Scgb2b27	1571
Scgb1b27	1005
Gm12760	482
Gm12779	143
Scgb1b30	491
Wtip	2233
Uba2	4092
Gm12778	333
Gm12783	397
Pdcd2l	1315
Gpi1	4497
Gm26762	5284
Gm12762	456
Gm12758	4175
4931406P16Rik	6437
Gm6096	456
Lsm14a	3104
Gm12774	416
Gm12764	617
Gm12766	1823
Gm12780	645
Gm12784	657
Kctd15	2991
Gm12781	395
Gm12756	599
Chst8	2787
Pepd	3079
Gm25922	130
Cebpg	4935
Gm25033	70
Gm22535	119
Cebpa	2634
Slc7a10	2463
Lrp3	4571
Gm24505	126
Gpatch1	3295
Rhpn2	6304
C230052I12Rik	1824
Cep89	5087
Gm18254	1204
Slc7a9	2651
Tdrd12	4332
Gm18558	1214
Nudt19	2680
B230322F03Rik	1569
Rgs9bp	6590
Ankrd27	5258
Pdcd5	2486
Dpy19l3	11173
Zfp507	7121
Gm26790	2291
E130304I02Rik	702
Gm28514	450
Rpl17-ps9	555
Gm9211	975
Gm23292	101
Gm25247	90
Gm29129	659
Gm38285	922
Tshz3	5456
Gm37452	1160
Gm38340	4008
E230020A03Rik	2386
Gm37827	1542
Gm24550	279
Gm28078	874
Gm28076	410
Gm28075	354
Gm28077	1568
Zfp536	8336
4930505M18Rik	1169
Gm22302	106
Uri1	3431
Ccne1	2662
Gm22203	58
1600014C10Rik	3931
Plekhf1	1559
Pop4	1214
Gm28581	2177
Gm9220	2544
Gm4451	1891
Gm28453	1573
Gm22638	107
Gm6818	2558
Gm28583	2141
Gm6605	2574
Gm6819	1891
Gm29087	645
Gm5591	3441
Gm4454	2578
Gm20749	3492
Gm29086	222
Gm25286	105
Gm21115	2578
Gm21276	2626
Gm21122	3452
Gm29085	225
1700010N08Rik	1414
Gm24797	107
Gm21129	2560
Gm21136	2575
Gm21142	2604
Gm21152	3483
Gm25671	105
Gm28451	2560
Gm1982	1887
Gm1988	2565
Gm6124	2580
Gm16387	2632
Gm9226	3489
Gm23307	105
Gm29258	2564
Gm9271	2580
Gm5114	3047
Gm27437	107
Gm5590	2594
Zfp939	2480
Gm28455	1290
Zfp619	5964
Gm33989	2370
Gm37494	4345
Gm4790	3611
6230415J03Rik	4560
Gm28582	1508
Gm17983	594
Gm26526	2927
Gm2058	560
Gm26327	111
Gm2021	464
Gm9230	532
Gm37302	2998
4930558N11Rik	397
4930435C17Rik	825
Gm38199	3277
Gm6851	390
4933404I11Rik	1202
Gm24910	272
Gm28807	471
4921507H08Rik	1732
4933402C06Rik	1000
A230077H06Rik	4951
Gm28307	2694
Gm25784	81
Vstm2b	2264
Gm29293	2188
4930433I11Rik	2424
Gm4884	2852
1700110I07Rik	189
Gm28061	807
Gm9239	2557
Gm6820	2173
Gm2128	2560
Gm28060	189
Gm28667	2172
Gm5896	1024
Gm6866	2549
Gm9244	2129
Gm5592	3033
Gm28059	184
Gm2108	2177
Gm17791	1501
Gm9246	3490
AI987944	2671
Gm17102	906
Gm20449	3847
Vmn2r57	2592
AW146154	3405
Gm15470	1371
Gm6871	1892
Gm17217	469
2610021A01Rik	4004
Zfp788	4350
Gm9252	1602
Vmn2r-ps54	4744
Gm6872	700
Cd9-ps	650
Vmn2r-ps55	240
Vmn2r-ps56	2596
Vmn2r58	2589
Vmn2r-ps57	2598
Vmn2r59	2598
Hmgb1-ps7	648
Gm7224	2066
Gm5593	1287
Vmn2r60	2562
Gm2308	1004
Vmn2r61	2598
Vmn2r-ps58	242
Gm5594	1429
Vmn2r-ps59	135
Vmn2r-ps60	897
4933421I07Rik	1413
Gm6887	482
Zfp141	4665
Gm19246	255
Gm21028	123
Gm7221	1425
Gm24938	110
9830147E19Rik	4995
Gm5595	3148
Gm17067	3673
Gm18128	511
Gm6004	1116
Vmn2r62	2580
Gm2381	4073
Gm7211	1118
Vmn2r63	2580
Gm9266	484
Gm9294	789
Gm23256	110
Gm9268	2594
RP23-367H8.3	378
Gm10351	125
Zfp936	3220
Gm22707	110
EU599041	810
Zfp715	5119
Siglecf	2790
Gm10298	264
Siglecg	4806
Lim2	663
Lim2	2180
Lim2	879
Nkg7	878
Cldnd2	658
Etfb	1139
Mir7051	73
Vsig10l	3730
Iglon5	2619
4931406B18Rik	5633
Cd33	2571
Zfp658	3495
Zfp719	4706
Zfp819	2466
Ceacam18	1930
Siglece	1849
Ctu1	2475
Klk14	1271
2310002F09Rik	2460
Klk13	1033
Klk12	1186
Klk11	1445
Klk10	1354
Klk9	1475
Klk8	1322
Klk7	1745
Klk6	1455
Klk5	1239
Klk4	1237
Klk15	765
Klk1b7-ps	690
Klk1b8	859
Klk1b1	867
Klk1b9	870
Klk1b11	863
Klk1b26	873
Klk1b27	882
Klk1b21	898
Klk1b22	855
Klk1b16	1384
Klk1b24	875
Klk1b3	888
Klk1b4	839
Klk1b5	862
Gm10109	803
Klk1	876
1700028J19Rik	1245
Gm25386	288
2410002F23Rik	5233
Gm28496	2991
Gm26247	91
Snord88c	90
Snord88a	90
Gm23991	93
Acpt	1752
Gm15517	448
Clec11a	1952
Shank1	8293
1700008O03Rik	3675
Syt3	3118
Lrrc4b	2929
Aspdh	1163
Josd2	2466
Mir7052	65
Emc10	2917
Fam71e1	849
Mybpc2	3624
Spib	2840
Pold1	4860
Mir7053	73
Nr1h2	3366
Napsa	2158
Gm15396	1089
Kcnc3	5344
Myh14	7273
2310016G11Rik	881
Izumo2	639
Zfp473	10036
Vrk3	3098
Atf5	1992
Nup62	2851
Il4i1	4097
Tbc1d17	3448
Akt1s1	3201
Mir707	73
Pnkp	3284
Ptov1	4212
Med25	2297
Fuz	5003
Ap2a1	4301
Tsks	1875
Cpt1c	2793
Prmt1	2521
Gm15545	1976
Bcl2l12	1976
Irf3	3187
Scaf1	8368
Mir7054	62
Rras	1103
Prr12	6879
Prrg2	2091
Nosip	2920
Rcn3	1604
Fcgrt	1738
Mir150	65
Rps11	602
Snord35b	87
Rpl13a	3034
Snord35a	90
Snord34	70
Snord33	84
mmu-mir-5121	74
Snord32a	83
Flt3l	3712
Aldh16a1	5501
Pih1d1	2024
Slc17a7	2939
mmu-mir-7055	59
Gfy	1877
Pth2	569
Ccdc155	2365
Dkkl1	903
Tead2	4668
Cd37	3538
Slc6a16	2355
Gm23585	102
1700039E15Rik	3872
Trpm4	4245
Rpl14-ps1	710
Hrc	2410
Ppfia3	5293
Mtag2	827
Lin7b	1463
Snrnp70	1676
Gm22478	154
Kcna7	3494
Ntf5	1962
Lhb	2501
Lhb	642
Ruvbl2	2573
Gys1	4789
Ftl1	1340
Gm22133	109
Bax	869
Dhdh	3678
Tulp2	2936
Nucb1	5796
Ppp1r15a	2937
Plekha4	4187
Gm16022	530
Hsd17b14	2046
0610005C13Rik	3582
Bcat2	3899
Fgf21	930
Fut1	2580
Izumo1	2992
Rasip1	3202
Gm16047	1000
Mamstr	4877
Fut2	2865
Sec1	2467
Ntn5	2216
Car11	1926
Dbp	2945
Sphk2	4159
Rpl18	4042
Fam83e	3843
Spaca4	707
Sult2b1	1888
Lmtk3	5744
Cyth2	3515
Kcnj14	2654
Grwd1	2053
Grin2d	5862
Kdelr1	1873
Gm22098	85
Syngr4	1001
Tmem143	5636
Emp3	972
Ccdc114	5695
Abcc6	5460
Nomo1	5936
Kcnj11	1173
Abcc8	4952
Ush1c	3849
Otog	10043
Gm38176	516
Myod1	1854
Kcnc1	9128
Sergef	2368
Gm22969	107
Gm15700	491
Tph1	3682
Saal1	8108
Saa3	531
Saa4	2015
Saa1	605
Saa2	610
Hps5	6482
Gtf2h1	2984
Gm9392	554
Ldha	2982
Ldhc	1580
Tsg101	2730
Uevld	7226
Gm9999	683
Spty2d1	5223
Tmem86a	1791
Ptpn5	5791
Mir7056	59
Gm14377	2094
Mrgpra6	1091
Mrgpra9	1110
Mrgprx3-ps	918
Mrgpra1	1088
Gm29479	455
Gm25326	107
Mrgpra2a	1240
Mrgpra2b	1334
Gm7255	908
Mrgprc4-ps	964
Mrgpra14	913
Gm9322	958
Mrgpra3	1295
Mrgprc1-ps	952
Gm2707	714
Gm28288	214
Mrgprc3-ps	955
Gm5733	939
Gm22427	110
Gm18348	820
Gm29563	496
Mrgprc7-ps	952
Gm18349	904
Mrgpra18-ps	907
Gm18350	955
Gm5734	913
Mrgprc2-ps	1516
Mrgpra4	1259
Mrgprx1	1180
Mrgprb7-ps	964
Gm28666	274
Mrgprb12-ps	949
Gm18351	883
Gm28665	670
Mrgprb5	1037
Gm18352	902
Mrgprb4	1219
Gm26950	498
Gm18356	623
Mrgprb13	985
Gm18357	580
Mrgprb8	1123
Mrgprb1	4185
Mrgprx2	4735
Mrgprb2	2077
Mrgprb9-ps	892
Gm18353	784
Mrgprb3	1009
Mrgprb11	994
Zdhhc13	2410
Csrp3	973
E2f8	5443
Gm2788	1662
Nav2	32073
Gm37613	3580
Gm38059	1999
Dbx1	2091
Htatip2	1465
Prmt3	3361
Gm26856	1349
Slc6a5	7066
Nell1	5918
Nell1os	1164
4933405O20Rik	1341
Ano5	7785
Slc17a6	4319
Gm7336	1002
